96,1,20,46,46,46,6,6,46,46,46,6,6,46,46,46,6,6,46,46,46,6,6
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,FACET_COUNT,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,LWS_SUB,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
88,240,7,408,10,0,1,16,2,1,443,3.329,1.186,SUCCESS,-1
88,240,7,408,10,0,1,16,4,1,443,3.353,1.254,SUCCESS,-1
88,240,7,408,10,0,1,16,8,1,443,3.237,1.112,SUCCESS,-1
88,240,7,408,10,0,1,16,16,1,443,3.381,1.183,SUCCESS,-1
88,240,7,408,10,0,1,16,32,1,443,3.46,1.251,SUCCESS,-1
88,240,7,408,10,0,1,16,64,1,443,4.429,2.266,SUCCESS,-1
88,240,7,408,10,0,1,32,1,1,443,4.206,1.879,SUCCESS,-1
88,240,7,408,10,0,1,32,2,1,443,4.032,1.855,SUCCESS,-1
88,240,7,408,10,0,1,32,4,1,443,4.162,2.033,SUCCESS,-1
88,240,7,408,10,0,1,32,8,1,443,4.448,1.728,SUCCESS,-1
88,240,7,408,10,0,1,32,16,1,443,4.205,2,SUCCESS,-1
88,240,7,408,10,0,1,32,32,1,443,4.772,2.385,SUCCESS,-1
88,240,7,408,10,0,1,64,1,1,443,4.405,1.887,SUCCESS,-1
88,240,7,408,10,0,1,64,2,1,443,4.209,1.892,SUCCESS,-1
88,240,7,408,10,0,1,64,4,1,443,4.047,1.866,SUCCESS,-1
88,240,7,408,10,0,1,64,8,1,443,4.053,1.918,SUCCESS,-1
88,240,7,408,10,0,1,64,16,1,443,4.247,2.056,SUCCESS,-1
88,240,7,408,10,0,2,1,16,1,443,3.696,1.561,SUCCESS,-1
88,240,7,408,10,0,2,1,32,1,443,3.971,1.561,SUCCESS,-1
88,240,7,408,10,0,2,1,64,1,443,4.865,1.749,SUCCESS,-1
88,240,7,408,10,0,2,1,128,1,443,3.918,1.564,SUCCESS,-1
88,240,7,408,10,0,2,1,256,1,443,3.931,1.635,SUCCESS,-1
88,240,7,408,10,0,2,1,512,1,443,4.552,1.744,SUCCESS,-1
88,240,7,408,10,0,2,1,1024,1,443,18.06,15.577,SUCCESS,-1
88,240,7,408,10,0,2,2,8,1,443,3.836,1.632,SUCCESS,-1
88,240,7,408,10,0,2,2,16,1,443,3.085,0.932,SUCCESS,-1
88,240,7,408,10,0,2,2,32,1,443,4.146,1.096,SUCCESS,-1
88,240,7,408,10,0,2,2,64,1,443,3.06,0.932,SUCCESS,-1
88,240,7,408,10,0,2,2,128,1,443,3.251,0.936,SUCCESS,-1
88,240,7,408,10,0,2,2,256,1,443,3.41,1.107,SUCCESS,-1
88,240,7,408,10,0,2,2,512,1,443,11.251,8.71,SUCCESS,-1
88,240,7,408,10,0,2,4,4,1,443,3.831,1.413,SUCCESS,-1
88,240,7,408,10,0,2,4,8,1,443,3.239,1.056,SUCCESS,-1
88,240,7,408,10,0,2,4,16,1,443,2.957,0.791,SUCCESS,-1
88,240,7,408,10,0,2,4,32,1,443,3.202,0.742,SUCCESS,-1
88,240,7,408,10,0,2,4,64,1,443,3.1,0.747,SUCCESS,-1
88,240,7,408,10,0,2,4,128,1,443,3.876,1.019,SUCCESS,-1
88,240,7,408,10,0,2,4,256,1,443,8.024,5.319,SUCCESS,-1
88,240,7,408,10,0,2,8,2,1,443,4.119,1.386,SUCCESS,-1
88,240,7,408,10,0,2,8,4,1,443,3.26,0.937,SUCCESS,-1
88,240,7,408,10,0,2,8,8,1,443,3.097,0.971,SUCCESS,-1
88,240,7,408,10,0,2,8,16,1,443,2.855,0.716,SUCCESS,-1
88,240,7,408,10,0,2,8,32,1,443,3.139,0.78,SUCCESS,-1
88,240,7,408,10,0,2,8,64,1,443,3.205,0.945,SUCCESS,-1
88,240,7,408,10,0,2,8,128,1,443,6.156,3.428,SUCCESS,-1
88,240,7,408,10,0,2,16,1,1,443,4.387,1.923,SUCCESS,-1
88,240,7,408,10,0,2,16,2,1,443,3.259,1.114,SUCCESS,-1
88,240,7,408,10,0,2,16,4,1,443,3.359,1.089,SUCCESS,-1
88,240,7,408,10,0,2,16,8,1,443,3.569,0.908,SUCCESS,-1
88,240,7,408,10,0,2,16,16,1,443,3.111,0.95,SUCCESS,-1
88,240,7,408,10,0,2,16,32,1,443,3.328,0.999,SUCCESS,-1
88,240,7,408,10,0,2,16,64,1,443,4.43,2.314,SUCCESS,-1
88,240,7,408,10,0,2,32,1,1,443,3.845,1.659,SUCCESS,-1
88,240,7,408,10,0,2,32,2,1,443,3.701,1.56,SUCCESS,-1
88,240,7,408,10,0,2,32,4,1,443,3.87,1.659,SUCCESS,-1
88,240,7,408,10,0,2,32,8,1,443,3.604,1.499,SUCCESS,-1
88,240,7,408,10,0,2,32,16,1,443,3.646,1.495,SUCCESS,-1
88,240,7,408,10,0,2,32,32,1,443,4.478,2.114,SUCCESS,-1
88,240,7,408,10,0,2,64,1,1,443,4.09,1.61,SUCCESS,-1
88,240,7,408,10,0,2,64,2,1,443,3.905,1.752,SUCCESS,-1
88,240,7,408,10,0,2,64,4,1,443,5.694,1.771,SUCCESS,-1
88,240,7,408,10,0,2,64,8,1,443,3.58,1.476,SUCCESS,-1
88,240,7,408,10,0,2,64,16,1,443,4.232,1.715,SUCCESS,-1
88,240,7,408,10,0,3,32,1,1,443,4.065,1.516,SUCCESS,-1
88,240,7,408,10,0,3,64,1,1,443,4.065,1.737,SUCCESS,-1
88,240,7,408,10,0,3,128,1,1,443,3.856,1.585,SUCCESS,-1
88,240,7,408,10,0,3,256,1,1,443,4.338,1.925,SUCCESS,-1
88,240,7,408,10,0,3,512,1,1,443,10.637,8.131,SUCCESS,-1
88,240,7,408,10,0,3,1024,1,1,443,17.207,14.493,SUCCESS,-1
88,240,7,408,10,0,4,32,1,1,443,4.003,1.549,SUCCESS,-1
88,240,7,408,10,0,4,64,1,1,443,3.895,1.725,SUCCESS,-1
88,240,7,408,10,0,4,128,1,1,443,3.772,1.617,SUCCESS,-1
88,240,7,408,10,0,4,256,1,1,443,4.088,1.884,SUCCESS,-1
88,240,7,408,10,0,4,512,1,1,443,5.723,3.546,SUCCESS,-1
88,240,7,408,10,0,4,1024,1,1,443,17.515,14.929,SUCCESS,-1
88,240,7,408,10,0,5,1,16,1,214,3.195,1.302,SUCCESS,-2
88,240,7,408,10,0,5,1,32,1,214,2.954,1.306,SUCCESS,-2
88,240,7,408,10,0,5,1,64,1,214,3.892,1.623,SUCCESS,-2
88,240,7,408,10,0,5,1,128,1,214,3.157,1.356,SUCCESS,-2
88,240,7,408,10,0,5,1,256,1,214,2.98,1.392,SUCCESS,-2
88,240,7,408,10,0,5,1,512,1,214,3.733,1.952,SUCCESS,-2
88,240,7,408,10,0,5,1,1024,1,214,15.844,13.647,SUCCESS,-2
88,240,7,408,10,0,5,2,8,1,214,3.075,1.398,SUCCESS,-2
88,240,7,408,10,0,5,2,16,1,214,2.633,0.749,SUCCESS,-2
88,240,7,408,10,0,5,2,32,1,214,2.537,0.926,SUCCESS,-2
88,240,7,408,10,0,5,2,64,1,214,2.456,0.753,SUCCESS,-2
88,240,7,408,10,0,5,2,128,1,214,2.639,0.832,SUCCESS,-2
88,240,7,408,10,0,5,2,256,1,214,2.912,1.303,SUCCESS,-2
88,240,7,408,10,0,5,2,512,1,214,9.627,7.54,SUCCESS,-2
88,240,7,408,10,0,5,4,4,1,214,2.918,1.282,SUCCESS,-2
88,240,7,408,10,0,5,4,8,1,214,2.58,0.905,SUCCESS,-2
88,240,7,408,10,0,5,4,16,1,214,2.472,0.72,SUCCESS,-2
88,240,7,408,10,0,5,4,32,1,214,2.433,0.768,SUCCESS,-2
88,240,7,408,10,0,5,4,64,1,214,2.392,0.791,SUCCESS,-2
88,240,7,408,10,0,5,4,128,1,214,2.776,1.189,SUCCESS,-2
88,240,7,408,10,0,5,4,256,1,214,7.126,5.003,SUCCESS,-2
88,240,7,408,10,0,5,8,2,1,214,3.091,1.49,SUCCESS,-2
88,240,7,408,10,0,5,8,4,1,214,2.604,0.96,SUCCESS,-2
88,240,7,408,10,0,5,8,8,1,214,2.878,1.183,SUCCESS,-2
88,240,7,408,10,0,5,8,16,1,214,2.671,0.939,SUCCESS,-2
88,240,7,408,10,0,5,8,32,1,214,2.831,0.995,SUCCESS,-2
88,240,7,408,10,0,5,8,64,1,214,2.607,1.057,SUCCESS,-2
88,240,7,408,10,0,5,8,128,1,214,5.119,3.523,SUCCESS,-2
88,240,7,408,10,0,5,16,1,1,214,3.673,1.816,SUCCESS,2
88,240,7,408,10,0,5,16,2,1,214,2.941,1.327,SUCCESS,-2
88,240,7,408,10,0,5,16,4,1,214,3.137,1.479,SUCCESS,-2
88,240,7,408,10,0,5,16,8,1,214,3.114,1.439,SUCCESS,-2
88,240,7,408,10,0,5,16,16,1,214,3.176,1.431,SUCCESS,-2
88,240,7,408,10,0,5,16,32,1,214,3.379,1.409,SUCCESS,-2
88,240,7,408,10,0,5,16,64,1,214,4.487,2.734,SUCCESS,-2
88,240,7,408,10,0,5,32,1,1,214,3.777,1.733,SUCCESS,-2
88,240,7,408,10,0,5,32,2,1,214,3.402,1.767,SUCCESS,-2
88,240,7,408,10,0,5,32,4,1,214,3.582,1.792,SUCCESS,-2
88,240,7,408,10,0,5,32,8,1,214,3.547,1.761,SUCCESS,-2
88,240,7,408,10,0,5,32,16,1,214,3.65,1.904,SUCCESS,-2
88,240,7,408,10,0,5,32,32,1,214,4.014,2.187,SUCCESS,-2
88,240,7,408,10,0,5,64,1,1,214,3.55,1.826,SUCCESS,-2
88,240,7,408,10,0,5,64,2,1,214,3.887,1.961,SUCCESS,-2
88,240,7,408,10,0,5,64,4,1,214,3.83,1.802,SUCCESS,-2
88,240,7,408,10,0,5,64,8,1,214,3.648,1.885,SUCCESS,-2
88,240,7,408,10,0,5,64,16,1,214,3.628,1.964,SUCCESS,-2
88,240,7,408,10,0,6,1,16,1,214,4.106,1.572,SUCCESS,-2
88,240,7,408,10,0,6,1,32,1,214,3.414,1.574,SUCCESS,-2
88,240,7,408,10,0,6,1,64,1,214,4.054,1.741,SUCCESS,-2
88,240,7,408,10,0,6,1,128,1,214,3.646,1.577,SUCCESS,-2
88,240,7,408,10,0,6,1,256,1,214,3.603,1.657,SUCCESS,-2
88,240,7,408,10,0,6,1,512,1,214,3.792,1.811,SUCCESS,-2
88,240,7,408,10,0,6,1,1024,1,214,17.308,14.962,SUCCESS,-2
88,240,7,408,10,0,6,2,8,1,214,3.86,1.603,SUCCESS,-2
88,240,7,408,10,0,6,2,16,1,214,3.101,0.864,SUCCESS,-2
88,240,7,408,10,0,6,2,32,1,214,2.905,0.942,SUCCESS,-2
88,240,7,408,10,0,6,2,64,1,214,3.004,0.859,SUCCESS,-2
88,240,7,408,10,0,6,2,128,1,214,2.892,0.87,SUCCESS,-2
88,240,7,408,10,0,6,2,256,1,214,3.024,1.04,SUCCESS,-2
88,240,7,408,10,0,6,2,512,1,214,10.143,7.825,SUCCESS,-2
88,240,7,408,10,0,6,4,4,1,214,3.609,1.255,SUCCESS,-2
88,240,7,408,10,0,6,4,8,1,214,2.848,0.886,SUCCESS,-2
88,240,7,408,10,0,6,4,16,1,214,2.492,0.558,SUCCESS,-2
88,240,7,408,10,0,6,4,32,1,214,2.493,0.566,SUCCESS,-2
88,240,7,408,10,0,6,4,64,1,214,2.78,0.652,SUCCESS,-2
88,240,7,408,10,0,6,4,128,1,214,2.848,0.853,SUCCESS,-2
88,240,7,408,10,0,6,4,256,1,214,6.258,4.282,SUCCESS,-2
88,240,7,408,10,0,6,8,2,1,214,3.126,1.044,SUCCESS,-2
88,240,7,408,10,0,6,8,4,1,214,2.589,0.663,SUCCESS,-2
88,240,7,408,10,0,6,8,8,1,214,2.51,0.559,SUCCESS,-2
88,240,7,408,10,0,6,8,16,1,214,2.613,0.352,SUCCESS,-2
88,240,7,408,10,0,6,8,32,1,214,2.365,0.442,SUCCESS,-2
88,240,7,408,10,0,6,8,64,1,214,2.622,0.645,SUCCESS,-2
88,240,7,408,10,0,6,8,128,1,214,4.336,2.384,SUCCESS,-2
88,240,7,408,10,0,6,16,1,1,214,3.174,1.166,SUCCESS,-2
88,240,7,408,10,0,6,16,2,1,214,2.705,0.65,SUCCESS,-2
88,240,7,408,10,0,6,16,4,1,214,2.728,0.447,SUCCESS,-2
88,240,7,408,10,0,6,16,8,1,214,3.124,0.376,SUCCESS,-2
88,240,7,408,10,0,6,16,16,1,214,2.314,0.345,SUCCESS,-2
88,240,7,408,10,0,6,16,32,1,214,2.759,0.546,SUCCESS,-2
88,240,7,408,10,0,6,16,64,1,214,3.585,1.307,SUCCESS,-2
88,240,7,408,10,0,6,32,1,1,214,2.674,0.704,SUCCESS,-2
88,240,7,408,10,0,6,32,2,1,214,2.491,0.533,SUCCESS,-2
88,240,7,408,10,0,6,32,4,1,214,2.481,0.532,SUCCESS,-2
88,240,7,408,10,0,6,32,8,1,214,2.477,0.494,SUCCESS,-2
88,240,7,408,10,0,6,32,16,1,214,2.285,0.467,SUCCESS,-2
88,240,7,408,10,0,6,32,32,1,214,3.248,0.912,SUCCESS,-2
88,240,7,408,10,0,6,64,1,1,214,2.625,0.561,SUCCESS,-2
88,240,7,408,10,0,6,64,2,1,214,2.91,0.599,SUCCESS,-2
88,240,7,408,10,0,6,64,4,1,214,2.726,0.549,SUCCESS,-2
88,240,7,408,10,0,6,64,8,1,214,2.596,0.495,SUCCESS,-2
88,240,7,408,10,0,6,64,16,1,214,2.392,0.588,SUCCESS,-2
88,240,7,408,10,0,7,1,16,1,214,3.196,1.466,SUCCESS,-1
88,240,7,408,10,0,7,1,32,1,214,3.236,1.467,SUCCESS,-1
88,240,7,408,10,0,7,1,64,1,214,3.929,1.623,SUCCESS,-1
88,240,7,408,10,0,7,1,128,1,214,3.417,1.471,SUCCESS,-1
88,240,7,408,10,0,7,1,256,1,214,3.568,1.548,SUCCESS,-1
88,240,7,408,10,0,7,1,512,1,214,3.907,1.56,SUCCESS,-1
88,240,7,408,10,0,7,1,1024,1,214,17.185,15.059,SUCCESS,-1
88,240,7,408,10,0,7,2,8,1,214,3.266,1.487,SUCCESS,-1
88,240,7,408,10,0,7,2,16,1,214,2.734,0.81,SUCCESS,-1
88,240,7,408,10,0,7,2,32,1,214,2.672,0.885,SUCCESS,-1
88,240,7,408,10,0,7,2,64,1,214,2.795,0.811,SUCCESS,-1
88,240,7,408,10,0,7,2,128,1,214,2.809,0.812,SUCCESS,-1
88,240,7,408,10,0,7,2,256,1,214,3.214,0.98,SUCCESS,-1
88,240,7,408,10,0,7,2,512,1,214,9.985,7.868,SUCCESS,-1
88,240,7,408,10,0,7,4,4,1,214,3.328,1.173,SUCCESS,-1
88,240,7,408,10,0,7,4,8,1,214,2.622,0.839,SUCCESS,-1
88,240,7,408,10,0,7,4,16,1,214,2.417,0.535,SUCCESS,-1
88,240,7,408,10,0,7,4,32,1,214,2.398,0.54,SUCCESS,-1
88,240,7,408,10,0,7,4,64,1,214,2.822,0.547,SUCCESS,-1
88,240,7,408,10,0,7,4,128,1,214,3.214,0.816,SUCCESS,-1
88,240,7,408,10,0,7,4,256,1,214,6.756,4.187,SUCCESS,-1
88,240,7,408,10,0,7,8,2,1,214,3.593,0.982,SUCCESS,-1
88,240,7,408,10,0,7,8,4,1,214,2.432,0.626,SUCCESS,-1
