96,1,20,46,46,46,4,4,46,46,46,4,4,46,46,46,4,4,46,46,46,4,4
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,FACET_COUNT,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,LWS_SUB,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
88,240,7,408,10,0,1,16,2,1,443,4.138,2.577,SUCCESS,-1
88,240,7,408,10,0,1,16,4,1,443,3.117,1.863,SUCCESS,-1
88,240,7,408,10,0,1,16,8,1,443,3.303,2.047,SUCCESS,-1
88,240,7,408,10,0,1,16,16,1,443,3.725,2.51,SUCCESS,-1
88,240,7,408,10,0,1,16,32,1,443,3.089,1.948,SUCCESS,-1
88,240,7,408,10,0,1,16,64,1,443,3.146,1.985,SUCCESS,-1
88,240,7,408,10,0,1,32,1,1,443,3.271,1.929,SUCCESS,-1
88,240,7,408,10,0,1,32,2,1,443,3.137,1.929,SUCCESS,-1
88,240,7,408,10,0,1,32,4,1,443,3.899,2.631,SUCCESS,-1
88,240,7,408,10,0,1,32,8,1,443,4.465,2.659,SUCCESS,-1
88,240,7,408,10,0,1,32,16,1,443,3.236,2.096,SUCCESS,-1
88,240,7,408,10,0,1,32,32,1,443,3.98,2.696,SUCCESS,-1
88,240,7,408,10,0,1,64,1,1,443,3.782,2.525,SUCCESS,-1
88,240,7,408,10,0,1,64,2,1,443,3.731,2.463,SUCCESS,-1
88,240,7,408,10,0,1,64,4,1,443,3.174,1.951,SUCCESS,-1
88,240,7,408,10,0,1,64,8,1,443,3.103,1.887,SUCCESS,-1
88,240,7,408,10,0,1,64,16,1,443,4.277,2.936,SUCCESS,-1
88,240,7,408,10,0,2,1,16,1,443,3.388,2.086,SUCCESS,-1
88,240,7,408,10,0,2,1,32,1,443,3.25,2.048,SUCCESS,-1
88,240,7,408,10,0,2,1,64,1,443,4.115,2.761,SUCCESS,-1
88,240,7,408,10,0,2,1,128,1,443,4.286,3.044,SUCCESS,-1
88,240,7,408,10,0,2,1,256,1,443,3.323,2.13,SUCCESS,-1
88,240,7,408,10,0,2,1,512,1,443,3.231,2.015,SUCCESS,-1
88,240,7,408,10,0,2,1,1024,1,443,3.323,2.051,SUCCESS,-1
88,240,7,408,10,0,2,2,8,1,443,3.375,2.174,SUCCESS,-1
88,240,7,408,10,0,2,2,16,1,443,3.218,1.996,SUCCESS,-1
88,240,7,408,10,0,2,2,32,1,443,3.56,2.352,SUCCESS,-1
88,240,7,408,10,0,2,2,64,1,443,3.293,2.095,SUCCESS,-1
88,240,7,408,10,0,2,2,128,1,443,3.137,1.891,SUCCESS,-1
88,240,7,408,10,0,2,2,256,1,443,3.404,2.089,SUCCESS,-1
88,240,7,408,10,0,2,2,512,1,443,3.28,2.076,SUCCESS,-1
88,240,7,408,10,0,2,4,4,1,443,3.224,2.012,SUCCESS,-1
88,240,7,408,10,0,2,4,8,1,443,3.595,2.317,SUCCESS,-1
88,240,7,408,10,0,2,4,16,1,443,3.31,2.102,SUCCESS,-1
88,240,7,408,10,0,2,4,32,1,443,3.22,2.023,SUCCESS,-1
88,240,7,408,10,0,2,4,64,1,443,3.312,2.129,SUCCESS,-1
88,240,7,408,10,0,2,4,128,1,443,3.152,1.92,SUCCESS,-1
88,240,7,408,10,0,2,4,256,1,443,3.274,2.054,SUCCESS,-1
88,240,7,408,10,0,2,8,2,1,443,3.082,1.769,SUCCESS,-1
88,240,7,408,10,0,2,8,4,1,443,3.309,1.952,SUCCESS,-1
88,240,7,408,10,0,2,8,8,1,443,2.94,1.73,SUCCESS,-1
88,240,7,408,10,0,2,8,16,1,443,3.384,2.162,SUCCESS,-1
88,240,7,408,10,0,2,8,32,1,443,3.08,1.862,SUCCESS,-1
88,240,7,408,10,0,2,8,64,1,443,3.347,2.047,SUCCESS,-1
88,240,7,408,10,0,2,8,128,1,443,3.251,2.032,SUCCESS,-1
88,240,7,408,10,0,2,16,1,1,443,3.231,2.073,SUCCESS,-1
88,240,7,408,10,0,2,16,2,1,443,2.988,1.805,SUCCESS,-1
88,240,7,408,10,0,2,16,4,1,443,3.006,1.779,SUCCESS,-1
88,240,7,408,10,0,2,16,8,1,443,3.111,1.913,SUCCESS,-1
88,240,7,408,10,0,2,16,16,1,443,3.124,1.888,SUCCESS,-1
88,240,7,408,10,0,2,16,32,1,443,3.147,1.908,SUCCESS,-1
88,240,7,408,10,0,2,16,64,1,443,3.119,1.912,SUCCESS,-1
88,240,7,408,10,0,2,32,1,1,443,3.198,2.003,SUCCESS,-1
88,240,7,408,10,0,2,32,2,1,443,3.01,1.763,SUCCESS,-1
88,240,7,408,10,0,2,32,4,1,443,3.1,1.903,SUCCESS,-1
88,240,7,408,10,0,2,32,8,1,443,3.111,1.849,SUCCESS,-1
88,240,7,408,10,0,2,32,16,1,443,3.382,2.176,SUCCESS,-1
88,240,7,408,10,0,2,32,32,1,443,3.602,2.392,SUCCESS,-1
88,240,7,408,10,0,2,64,1,1,443,3.072,1.882,SUCCESS,-1
88,240,7,408,10,0,2,64,2,1,443,2.997,1.82,SUCCESS,-1
88,240,7,408,10,0,2,64,4,1,443,3.171,1.949,SUCCESS,-1
88,240,7,408,10,0,2,64,8,1,443,3.211,1.992,SUCCESS,-1
88,240,7,408,10,0,2,64,16,1,443,3.363,2.16,SUCCESS,-1
88,240,7,408,10,0,3,128,1,1,443,4.346,3.039,SUCCESS,-1
88,240,7,408,10,0,3,256,1,1,443,4.177,2.952,SUCCESS,-1
88,240,7,408,10,0,3,512,1,1,443,4.584,3.396,SUCCESS,-1
88,240,7,408,10,0,3,1024,1,1,443,5.153,3.996,SUCCESS,-1
88,240,7,408,10,0,4,128,1,1,443,3.46,2.356,SUCCESS,-1
88,240,7,408,10,0,4,256,1,1,443,3.818,2.701,SUCCESS,-1
88,240,7,408,10,0,4,512,1,1,443,4.496,3.3,SUCCESS,-1
88,240,7,408,10,0,4,1024,1,1,443,5.781,4.501,SUCCESS,-1
88,240,7,408,10,0,5,1,16,1,214,2.581,2.046,SUCCESS,-2
88,240,7,408,10,0,5,1,32,1,214,2.453,2.057,SUCCESS,-2
88,240,7,408,10,0,5,1,64,1,214,2.438,2.036,SUCCESS,-2
88,240,7,408,10,0,5,1,128,1,214,3.089,2.635,SUCCESS,-2
88,240,7,408,10,0,5,1,256,1,214,2.17,1.744,SUCCESS,-2
88,240,7,408,10,0,5,1,512,1,214,2.25,1.811,SUCCESS,-2
88,240,7,408,10,0,5,1,1024,1,214,2.413,2.035,SUCCESS,-2
88,240,7,408,10,0,5,2,8,1,214,3.19,2.732,SUCCESS,-2
88,240,7,408,10,0,5,2,16,1,214,2.465,2.032,SUCCESS,-2
88,240,7,408,10,0,5,2,32,1,214,2.439,2.04,SUCCESS,-2
88,240,7,408,10,0,5,2,64,1,214,2.509,2.113,SUCCESS,-2
88,240,7,408,10,0,5,2,128,1,214,2.409,2.028,SUCCESS,-2
88,240,7,408,10,0,5,2,256,1,214,2.239,1.822,SUCCESS,-2
88,240,7,408,10,0,5,2,512,1,214,2.877,2.462,SUCCESS,-2
88,240,7,408,10,0,5,4,4,1,214,2.589,2.15,SUCCESS,-2
88,240,7,408,10,0,5,4,8,1,214,2.839,2.397,SUCCESS,-2
88,240,7,408,10,0,5,4,16,1,214,2.916,2.473,SUCCESS,-2
88,240,7,408,10,0,5,4,32,1,214,2.472,2.061,SUCCESS,-2
88,240,7,408,10,0,5,4,64,1,214,2.475,2.066,SUCCESS,-2
88,240,7,408,10,0,5,4,128,1,214,3.176,2.701,SUCCESS,-2
88,240,7,408,10,0,5,4,256,1,214,2.191,1.789,SUCCESS,-2
88,240,7,408,10,0,5,8,2,1,214,2.579,2.133,SUCCESS,-2
88,240,7,408,10,0,5,8,4,1,214,2.724,2.216,SUCCESS,-2
88,240,7,408,10,0,5,8,8,1,214,2.553,2.1,SUCCESS,-2
88,240,7,408,10,0,5,8,16,1,214,2.743,2.112,SUCCESS,-2
88,240,7,408,10,0,5,8,32,1,214,3.018,2.575,SUCCESS,-2
88,240,7,408,10,0,5,8,64,1,214,2.457,2.062,SUCCESS,-2
88,240,7,408,10,0,5,8,128,1,214,2.258,1.864,SUCCESS,-2
88,240,7,408,10,0,5,16,1,1,214,2.501,2.047,SUCCESS,2
88,240,7,408,10,0,5,16,2,1,214,2.708,2.105,SUCCESS,-2
88,240,7,408,10,0,5,16,4,1,214,2.544,2.095,SUCCESS,-2
88,240,7,408,10,0,5,16,8,1,214,2.603,2.164,SUCCESS,-2
88,240,7,408,10,0,5,16,16,1,214,2.616,2.218,SUCCESS,-2
88,240,7,408,10,0,5,16,32,1,214,2.734,2.245,SUCCESS,-2
88,240,7,408,10,0,5,16,64,1,214,2.636,2.222,SUCCESS,-2
88,240,7,408,10,0,5,32,1,1,214,2.583,2.145,SUCCESS,-2
88,240,7,408,10,0,5,32,2,1,214,2.541,2.094,SUCCESS,-2
88,240,7,408,10,0,5,32,4,1,214,2.84,2.378,SUCCESS,-2
88,240,7,408,10,0,5,32,8,1,214,2.754,2.315,SUCCESS,-2
88,240,7,408,10,0,5,32,16,1,214,2.771,2.373,SUCCESS,-2
88,240,7,408,10,0,5,32,32,1,214,2.886,2.455,SUCCESS,-2
88,240,7,408,10,0,5,64,1,1,214,2.569,2.113,SUCCESS,-2
88,240,7,408,10,0,5,64,2,1,214,2.688,2.236,SUCCESS,-2
88,240,7,408,10,0,5,64,4,1,214,2.6,2.132,SUCCESS,-2
88,240,7,408,10,0,5,64,8,1,214,2.566,2.129,SUCCESS,-2
88,240,7,408,10,0,5,64,16,1,214,3.211,2.667,SUCCESS,-2
88,240,7,408,10,0,6,1,16,1,214,3.948,2.966,SUCCESS,-2
88,240,7,408,10,0,6,1,32,1,214,3.902,2.928,SUCCESS,-2
88,240,7,408,10,0,6,1,64,1,214,3.858,2.887,SUCCESS,-2
88,240,7,408,10,0,6,1,128,1,214,5.017,4.005,SUCCESS,-2
88,240,7,408,10,0,6,1,256,1,214,3.805,2.735,SUCCESS,-2
88,240,7,408,10,0,6,1,512,1,214,3.889,2.9,SUCCESS,-2
88,240,7,408,10,0,6,1,1024,1,214,3.945,2.933,SUCCESS,-2
88,240,7,408,10,0,6,2,8,1,214,3.946,2.929,SUCCESS,-2
88,240,7,408,10,0,6,2,16,1,214,3.866,2.902,SUCCESS,-2
88,240,7,408,10,0,6,2,32,1,214,3.922,2.952,SUCCESS,-2
88,240,7,408,10,0,6,2,64,1,214,4.249,3.241,SUCCESS,-2
88,240,7,408,10,0,6,2,128,1,214,3.685,2.716,SUCCESS,-2
88,240,7,408,10,0,6,2,256,1,214,3.788,2.812,SUCCESS,-2
88,240,7,408,10,0,6,2,512,1,214,3.976,2.978,SUCCESS,-2
88,240,7,408,10,0,6,4,4,1,214,3.895,2.905,SUCCESS,-2
88,240,7,408,10,0,6,4,8,1,214,4.126,3.148,SUCCESS,-2
88,240,7,408,10,0,6,4,16,1,214,3.974,2.986,SUCCESS,-2
88,240,7,408,10,0,6,4,32,1,214,3.916,2.949,SUCCESS,-2
88,240,7,408,10,0,6,4,64,1,214,4.119,3.093,SUCCESS,-2
88,240,7,408,10,0,6,4,128,1,214,3.842,2.857,SUCCESS,-2
88,240,7,408,10,0,6,4,256,1,214,4.002,3.015,SUCCESS,-2
88,240,7,408,10,0,6,8,2,1,214,3.88,2.906,SUCCESS,-2
88,240,7,408,10,0,6,8,4,1,214,3.939,2.95,SUCCESS,-2
88,240,7,408,10,0,6,8,8,1,214,3.964,2.979,SUCCESS,-2
88,240,7,408,10,0,6,8,16,1,214,3.931,2.942,SUCCESS,-2
