18,1,12,8,8,11,11,11,11,46,46,46,46,46,46
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,FACET_COUNT,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
128,96,9,100,0,9,32,1,140,247,9,7,SUCCESS,-10
128,96,9,100,0,9,32,2,140,247,7,5,SUCCESS,-10
128,96,9,100,0,9,32,4,140,247,7,5,SUCCESS,-10
128,96,9,100,0,9,32,8,140,247,6,5,SUCCESS,-10
128,96,9,100,0,9,32,16,140,247,7,5,SUCCESS,-10
128,96,9,100,0,9,32,32,140,247,7,5,SUCCESS,-10
128,96,9,100,0,9,64,1,140,247,7,5,SUCCESS,-10
128,96,9,100,0,9,64,2,140,247,7,5,SUCCESS,-10
128,96,9,100,0,9,64,4,140,247,7,5,SUCCESS,-10
128,96,9,100,0,9,64,8,140,247,7,5,SUCCESS,-10
128,96,9,100,0,9,64,16,140,247,7,5,SUCCESS,-10
128,96,9,100,0,10,1,16,140,247,9,7,SUCCESS,-10
128,96,9,100,0,10,1,32,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,1,64,140,247,4,2,SUCCESS,-10
128,96,9,100,0,10,1,128,140,247,3,1,SUCCESS,-10
128,96,9,100,0,10,1,256,140,247,3,2,SUCCESS,-10
128,96,9,100,0,10,1,512,140,247,4,2,SUCCESS,-10
128,96,9,100,0,10,1,1024,140,247,10,8,SUCCESS,-10
128,96,9,100,0,10,2,8,140,247,9,7,SUCCESS,-10
128,96,9,100,0,10,2,16,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,2,32,140,247,4,2,SUCCESS,-10
128,96,9,100,0,10,2,64,140,247,3,1,SUCCESS,-10
128,96,9,100,0,10,2,128,140,247,3,1,SUCCESS,-10
128,96,9,100,0,10,2,256,140,247,3,2,SUCCESS,-10
128,96,9,100,0,10,2,512,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,4,4,140,247,10,8,SUCCESS,-10
128,96,9,100,0,10,4,8,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,4,16,140,247,4,2,SUCCESS,-10
128,96,9,100,0,10,4,32,140,247,3,2,SUCCESS,-10
128,96,9,100,0,10,4,64,140,247,3,2,SUCCESS,-10
128,96,9,100,0,10,4,128,140,247,3,2,SUCCESS,-10
128,96,9,100,0,10,4,256,140,247,4,2,SUCCESS,-10
128,96,9,100,0,10,8,2,140,247,12,9,SUCCESS,-10
128,96,9,100,0,10,8,4,140,247,6,5,SUCCESS,-10
128,96,9,100,0,10,8,8,140,247,5,3,SUCCESS,-10
128,96,9,100,0,10,8,16,140,247,4,2,SUCCESS,-10
128,96,9,100,0,10,8,32,140,247,4,2,SUCCESS,-10
128,96,9,100,0,10,8,64,140,247,4,2,SUCCESS,-10
128,96,9,100,0,10,8,128,140,247,4,3,SUCCESS,-10
128,96,9,100,0,10,16,1,140,247,15,12,SUCCESS,-10
128,96,9,100,0,10,16,2,140,247,9,6,SUCCESS,-10
