9,1,20,46,46,46,6,6,46,46,46,6,6,46,46,46,6,6,46,46,46,6,6
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,LWS_SUB,FACET_COUNT,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group,,,,,,,,
88,240,7,200,0,0,1,16,1,408,2613,19.093,16.046,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,1,32,1,408,2613,12.109,8.871,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,1,64,1,408,2613,8.977,5.822,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,1,128,1,408,2613,7.701,4.643,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,1,256,1,408,2613,8.094,5.175,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,1,512,1,408,2613,9.827,6.593,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,1,1024,1,408,2613,19.612,16.378,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,2,8,1,408,2613,21.196,17.676,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,2,16,1,408,2613,12.407,9.498,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,2,32,1,408,2613,9.417,6.553,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,2,64,1,408,2613,9.071,6.146,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,2,128,1,408,2613,9.512,6.551,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,2,256,1,408,2613,10.319,7.357,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,2,512,1,408,2613,14.42,11.187,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,4,4,1,408,2613,26.072,22.846,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,4,8,1,408,2613,18.001,11.693,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,4,16,1,408,2613,12.619,9.675,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,4,32,1,408,2613,12.413,9.354,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,4,64,1,408,2613,12.626,9.644,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,4,128,1,408,2613,13.323,10.421,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,4,256,1,408,2613,14.2,10.996,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,8,2,1,408,2613,29.454,26.121,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,8,4,1,408,2613,20.809,17.621,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,8,8,1,408,2613,23.111,16.516,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,8,16,1,408,2613,19.711,16.681,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,8,32,1,408,2613,19.884,16.892,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,8,64,1,408,2613,20.975,17.88,SUCCESS,-1,,,,,,,,
88,240,7,200,0,0,8,128,1,408,2613,21.075,18.164,SUCCESS,-1,,,,,,,,
